Data As Of,Start Date,End Date,Group,Year,Month,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,704,1012,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,630,943,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,3024,4603,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,COVID-19,COVID-19,U071,0-24,53,53,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,COVID-19,COVID-19,U071,25-34,212,212,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,COVID-19,COVID-19,U071,35-44,469,469,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,COVID-19,COVID-19,U071,45-54,791,791,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,COVID-19,COVID-19,U071,55-64,1436,1436,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,COVID-19,COVID-19,U071,65-74,2024,2024,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,COVID-19,COVID-19,U071,75-84,2011,2011,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,COVID-19,COVID-19,U071,85+,1800,1800,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,COVID-19,COVID-19,U071,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New Mexico,COVID-19,COVID-19,U071,All Ages,8798,8798,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,32,32,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,106,107,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,271,279,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,803,824,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,2142,2184,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,3581,3644,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,4491,4587,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,5268,5328,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,16697,16988,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,11,11,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,18,18,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,80,84,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,338,363,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,720,756,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,1066,1114,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,1090,1119,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,3328,3470,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,13,13,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,32,32,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,105,105,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,350,350,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,857,857,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,1229,1229,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,1160,1160,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,932,932,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,4679,4679,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory failure,J96,0-24,20,21,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory failure,J96,25-34,87,87,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory failure,J96,35-44,216,221,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory failure,J96,45-54,631,643,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory failure,J96,55-64,1747,1772,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory failure,J96,65-74,3137,3230,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory failure,J96,75-84,3962,4087,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory failure,J96,85+,4510,4592,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory failure,J96,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory failure,J96,All Ages,14313,14656,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory arrest,R09.2,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory arrest,R09.2,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory arrest,R09.2,35-44,25,25,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory arrest,R09.2,45-54,41,41,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory arrest,R09.2,55-64,136,136,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory arrest,R09.2,65-74,274,274,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory arrest,R09.2,75-84,382,382,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory arrest,R09.2,85+,512,512,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Respiratory arrest,R09.2,All Ages,1381,1381,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,16,18,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,64,65,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,183,190,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,303,310,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,405,424,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,425,433,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,1407,1452,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,16,16,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,55,55,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,189,189,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,573,579,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,1111,1122,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,1687,1710,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Hypertensive diseases,I10-I15,85+,2565,2636,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,6200,6311,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,11,12,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,21,24,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,103,111,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,357,396,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,761,824,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,1309,1431,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Ischemic heart disease,I20-I25,85+,1927,2061,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,4491,4861,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrest,I46,0-24,23,23,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrest,I46,25-34,55,55,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrest,I46,35-44,148,148,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrest,I46,45-54,441,441,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrest,I46,55-64,1158,1158,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrest,I46,65-74,2027,2027,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrest,I46,75-84,2654,2655,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrest,I46,85+,3442,3442,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrest,I46,All Ages,9948,9949,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,54,56,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,189,197,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,418,426,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,859,871,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,1474,1507,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,3010,3073,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Heart failure,I50,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Heart failure,I50,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Heart failure,I50,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Heart failure,I50,45-54,40,40,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Heart failure,I50,55-64,155,155,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Heart failure,I50,65-74,452,452,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Heart failure,I50,75-84,785,785,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Heart failure,I50,85+,1665,1665,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Heart failure,I50,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Heart failure,I50,All Ages,3107,3107,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,26,27,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,52,54,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,163,170,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,314,322,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,503,517,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,696,719,
4/30/2023,1/1/2020,4/29/2023,By Total,,,New York,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
